content_id,content_name,platform,mention_count,sentiment_score,trending_rank,recorded_date,source
C001,Anupamaa S1,YouTube,39289.0,0.583,41,2024-02-03,SOCIAL
C001,Anupamaa S1,Facebook,19071.0,-0.21,43,2024-02-03,SOCIAL
C002,KBC Season 15,Twitter,14089.0,-0.214,5,2024-02-03,SOCIAL
C002,KBC Season 15,Instagram,26093.0,-0.595,2,2024-02-03,SOCIAL
C002,KBC Season 15,YouTube,,-0.413,3,2024-02-03,SOCIAL
C002,KBC Season 15,Facebook,6858.0,-0.062,48,2024-02-03,SOCIAL
C003,IPL 2024 Final,Twitter,25929.0,0.935,10,2024-02-03,SOCIAL
C003,IPL 2024 Final,Instagram,33795.0,0.539,16,2024-02-03,SOCIAL
C003,IPL 2024 Final,YouTube,13697.0,0.402,26,2024-02-03,SOCIAL
C003,IPL 2024 Final,Facebook,20520.0,0.217,33,2024-02-03,SOCIAL
C004,Panchayat S3,Twitter,18711.0,0.566,43,2024-02-03,SOCIAL
C004,Panchayat S3,Instagram,32842.0,-0.437,6,2024-02-03,SOCIAL
C004,Panchayat S3,YouTube,41498.0,-0.819,16,2024-02-03,SOCIAL
C004,Panchayat S3,Facebook,16754.0,0.706,46,2024-02-03,SOCIAL
C005,Mirzapur S3,Twitter,14686.0,0.717,44,2024-02-03,SOCIAL
C005,Mirzapur S3,Instagram,2365.0,-0.543,7,2024-02-03,SOCIAL
C005,Mirzapur S3,YouTube,4101.0,0.427,45,2024-02-03,SOCIAL
C005,Mirzapur S3,Facebook,,-0.224,16,2024-02-03,SOCIAL
C001,Anupamaa S1,Twitter,24698.0,-0.137,49,2024-02-04,SOCIAL
C001,Anupamaa S1,Instagram,9516.0,0.048,24,2024-02-04,SOCIAL
C001,Anupamaa S1,YouTube,20950.0,-0.388,19,2024-02-04,SOCIAL
C001,Anupamaa S1,Facebook,49260.0,-0.995,41,2024-02-04,SOCIAL
C002,KBC Season 15,Twitter,21811.0,-0.093,25,2024-02-04,SOCIAL
C002,KBC Season 15,Instagram,10078.0,-0.674,37,2024-02-04,SOCIAL
C002,KBC Season 15,YouTube,23168.0,-0.848,7,2024-02-04,SOCIAL
C002,KBC Season 15,Facebook,41640.0,-0.996,20,2024-02-04,SOCIAL
C003,IPL 2024 Final,Twitter,34640.0,-0.146,3,2024-02-04,SOCIAL
C003,IPL 2024 Final,Instagram,,0.462,50,2024-02-04,SOCIAL
C003,IPL 2024 Final,YouTube,27269.0,0.495,48,2024-02-04,SOCIAL
C003,IPL 2024 Final,Facebook,43342.0,0.581,12,2024-02-04,SOCIAL
C004,Panchayat S3,Twitter,25624.0,0.782,19,2024-02-04,SOCIAL
C004,Panchayat S3,Instagram,27549.0,0.182,41,2024-02-04,SOCIAL
C004,Panchayat S3,YouTube,6909.0,-0.116,40,2024-02-04,SOCIAL
C004,Panchayat S3,Facebook,43361.0,-0.329,33,2024-02-04,SOCIAL
C005,Mirzapur S3,Twitter,41663.0,0.249,47,2024-02-04,SOCIAL
C005,Mirzapur S3,Instagram,24986.0,0.782,9,2024-02-04,SOCIAL
C005,Mirzapur S3,YouTube,20564.0,-0.445,2,2024-02-04,SOCIAL
C005,Mirzapur S3,Facebook,27390.0,-0.222,32,2024-02-04,SOCIAL
C001,Anupamaa S1,Twitter,35862.0,0.089,21,2024-02-05,SOCIAL
C001,Anupamaa S1,Instagram,30943.0,0.747,15,2024-02-05,SOCIAL
C001,Anupamaa S1,YouTube,9766.0,0.818,28,2024-02-05,SOCIAL
C001,Anupamaa S1,Facebook,22981.0,-0.888,12,2024-02-05,SOCIAL
C002,KBC Season 15,Twitter,44880.0,-0.452,14,2024-02-05,SOCIAL
C002,KBC Season 15,Instagram,34495.0,0.144,23,2024-02-05,SOCIAL
C002,KBC Season 15,YouTube,17537.0,0.485,1,2024-02-05,SOCIAL
C002,KBC Season 15,Facebook,30306.0,-0.847,5,2024-02-05,SOCIAL
C003,IPL 2024 Final,Twitter,42189.0,0.85,44,2024-02-05,SOCIAL
C003,IPL 2024 Final,Instagram,30512.0,0.512,40,2024-02-05,SOCIAL
C003,IPL 2024 Final,YouTube,33904.0,-0.25,11,2024-02-05,SOCIAL
C003,IPL 2024 Final,Facebook,,0.322,2,2024-02-05,SOCIAL
C004,Panchayat S3,Twitter,22779.0,0.277,48,2024-02-05,SOCIAL
C004,Panchayat S3,Instagram,2094.0,0.681,28,2024-02-05,SOCIAL
C004,Panchayat S3,YouTube,29231.0,-0.811,35,2024-02-05,SOCIAL
C004,Panchayat S3,Facebook,22370.0,-0.532,15,2024-02-05,SOCIAL
C005,Mirzapur S3,Twitter,43160.0,-0.602,8,2024-02-05,SOCIAL
C005,Mirzapur S3,Instagram,32842.0,0.528,17,2024-02-05,SOCIAL
C005,Mirzapur S3,YouTube,29924.0,0.15,21,2024-02-05,SOCIAL
C005,Mirzapur S3,Facebook,23485.0,-0.489,5,2024-02-05,SOCIAL
C001,Anupamaa S1,Twitter,11287.0,0.126,36,2024-02-06,SOCIAL
C001,Anupamaa S1,Instagram,45647.0,-0.668,49,2024-02-06,SOCIAL
C001,Anupamaa S1,YouTube,49804.0,0.158,11,2024-02-06,SOCIAL
C001,Anupamaa S1,Facebook,479.0,0.641,12,2024-02-06,SOCIAL
C002,KBC Season 15,Twitter,33369.0,0.916,36,2024-02-06,SOCIAL
C002,KBC Season 15,Instagram,4833.0,-0.287,42,2024-02-06,SOCIAL
C002,KBC Season 15,YouTube,11961.0,-0.905,38,2024-02-06,SOCIAL
C002,KBC Season 15,Facebook,44668.0,-0.292,8,2024-02-06,SOCIAL
C003,IPL 2024 Final,Twitter,28967.0,0.746,36,2024-02-06,SOCIAL
C003,IPL 2024 Final,Instagram,334.0,-0.76,11,2024-02-06,SOCIAL
C003,IPL 2024 Final,YouTube,27432.0,0.215,11,2024-02-06,SOCIAL
C003,IPL 2024 Final,Facebook,21999.0,0.93,21,2024-02-06,SOCIAL
C004,Panchayat S3,Twitter,,-0.886,48,2024-02-06,SOCIAL
C004,Panchayat S3,Instagram,15040.0,0.974,9,2024-02-06,SOCIAL
C004,Panchayat S3,YouTube,18355.0,0.5,39,2024-02-06,SOCIAL
C004,Panchayat S3,Facebook,4252.0,-0.537,39,2024-02-06,SOCIAL
C005,Mirzapur S3,Twitter,19455.0,-0.523,16,2024-02-06,SOCIAL
C005,Mirzapur S3,Instagram,45188.0,0.501,24,2024-02-06,SOCIAL
C005,Mirzapur S3,YouTube,3103.0,0.484,11,2024-02-06,SOCIAL
C005,Mirzapur S3,Facebook,31973.0,-0.499,26,2024-02-06,SOCIAL
C001,Anupamaa S1,Twitter,10058.0,0.577,16,2024-02-07,SOCIAL
C001,Anupamaa S1,Instagram,36875.0,-0.539,19,2024-02-07,SOCIAL
C001,Anupamaa S1,YouTube,19478.0,-0.905,44,2024-02-07,SOCIAL
C001,Anupamaa S1,Facebook,15302.0,-0.036,26,2024-02-07,SOCIAL
C002,KBC Season 15,Twitter,23350.0,-0.486,39,2024-02-07,SOCIAL
C002,KBC Season 15,Instagram,38375.0,0.184,10,2024-02-07,SOCIAL
C002,KBC Season 15,YouTube,48029.0,0.124,23,2024-02-07,SOCIAL
C002,KBC Season 15,Facebook,48424.0,0.049,13,2024-02-07,SOCIAL
C003,IPL 2024 Final,Twitter,14830.0,0.971,34,2024-02-07,SOCIAL
C003,IPL 2024 Final,Instagram,27027.0,0.281,7,2024-02-07,SOCIAL
C003,IPL 2024 Final,YouTube,18940.0,0.113,42,2024-02-07,SOCIAL
C003,IPL 2024 Final,Facebook,16208.0,0.659,38,2024-02-07,SOCIAL
C004,Panchayat S3,Twitter,42623.0,-0.906,21,2024-02-07,SOCIAL
C004,Panchayat S3,Instagram,1433.0,-0.335,4,2024-02-07,SOCIAL
C004,Panchayat S3,YouTube,49510.0,0.66,43,2024-02-07,SOCIAL
C004,Panchayat S3,Facebook,33599.0,0.71,43,2024-02-07,SOCIAL
C005,Mirzapur S3,Twitter,7034.0,-0.331,2,2024-02-07,SOCIAL
C005,Mirzapur S3,Instagram,20740.0,-0.764,9,2024-02-07,SOCIAL
C005,Mirzapur S3,YouTube,13954.0,-0.067,11,2024-02-07,SOCIAL
C005,Mirzapur S3,Facebook,6966.0,-0.881,4,2024-02-07,SOCIAL
C001,Anupamaa S1,Twitter,31773.0,-0.494,17,2024-02-08,SOCIAL
C001,Anupamaa S1,Instagram,30936.0,0.145,15,2024-02-08,SOCIAL
C001,Anupamaa S1,YouTube,37324.0,-0.786,5,2024-02-08,SOCIAL
C001,Anupamaa S1,Facebook,31011.0,-0.75,17,2024-02-08,SOCIAL
C002,KBC Season 15,Twitter,46909.0,-0.98,13,2024-02-08,SOCIAL
C002,KBC Season 15,Instagram,46632.0,-0.488,26,2024-02-08,SOCIAL
C002,KBC Season 15,YouTube,34694.0,0.359,33,2024-02-08,SOCIAL
C002,KBC Season 15,Facebook,45176.0,-0.446,34,2024-02-08,SOCIAL
C003,IPL 2024 Final,Twitter,26060.0,-0.341,32,2024-02-08,SOCIAL
C003,IPL 2024 Final,Instagram,49534.0,-0.584,19,2024-02-08,SOCIAL
C003,IPL 2024 Final,YouTube,18327.0,0.198,26,2024-02-08,SOCIAL
C003,IPL 2024 Final,Facebook,,0.891,29,2024-02-08,SOCIAL
C004,Panchayat S3,Twitter,8953.0,-0.562,25,2024-02-08,SOCIAL
C004,Panchayat S3,Instagram,47915.0,-0.884,19,2024-02-08,SOCIAL
C004,Panchayat S3,YouTube,30899.0,-0.473,10,2024-02-08,SOCIAL
C004,Panchayat S3,Facebook,537.0,0.117,35,2024-02-08,SOCIAL
C005,Mirzapur S3,Twitter,203.0,-0.614,34,2024-02-08,SOCIAL
C005,Mirzapur S3,Instagram,39042.0,-0.579,41,2024-02-08,SOCIAL
C005,Mirzapur S3,YouTube,10182.0,-0.289,9,2024-02-08,SOCIAL
C005,Mirzapur S3,Facebook,35062.0,0.357,38,2024-02-08,SOCIAL
C001,Anupamaa S1,Twitter,41069.0,-0.436,20,2024-02-09,SOCIAL
C001,Anupamaa S1,Instagram,14252.0,0.162,50,2024-02-09,SOCIAL
C001,Anupamaa S1,YouTube,24021.0,-0.766,2,2024-02-09,SOCIAL
C001,Anupamaa S1,Facebook,9060.0,-0.208,50,2024-02-09,SOCIAL
C002,KBC Season 15,Twitter,46535.0,-0.343,29,2024-02-09,SOCIAL
C002,KBC Season 15,Instagram,24575.0,-0.735,28,2024-02-09,SOCIAL
C002,KBC Season 15,YouTube,,0.121,36,2024-02-09,SOCIAL
C002,KBC Season 15,Facebook,3463.0,-0.566,48,2024-02-09,SOCIAL
C003,IPL 2024 Final,Twitter,6564.0,-0.145,26,2024-02-09,SOCIAL
C003,IPL 2024 Final,Instagram,,0.046,30,2024-02-09,SOCIAL
C003,IPL 2024 Final,YouTube,20750.0,-0.701,42,2024-02-09,SOCIAL
C003,IPL 2024 Final,Facebook,36372.0,-0.866,22,2024-02-09,SOCIAL
C004,Panchayat S3,Twitter,16097.0,-0.025,18,2024-02-09,SOCIAL
C004,Panchayat S3,Instagram,10371.0,0.22,33,2024-02-09,SOCIAL
C004,Panchayat S3,YouTube,15175.0,0.512,15,2024-02-09,SOCIAL
C004,Panchayat S3,Facebook,848.0,-0.582,40,2024-02-09,SOCIAL
C005,Mirzapur S3,Twitter,23555.0,-0.519,24,2024-02-09,SOCIAL
C005,Mirzapur S3,Instagram,8989.0,0.481,26,2024-02-09,SOCIAL
C005,Mirzapur S3,YouTube,2837.0,0.044,35,2024-02-09,SOCIAL
C005,Mirzapur S3,Facebook,22757.0,-0.624,39,2024-02-09,SOCIAL
C001,Anupamaa S1,Twitter,36725.0,0.673,16,2024-02-10,SOCIAL
C001,Anupamaa S1,Instagram,19123.0,0.41,2,2024-02-10,SOCIAL
C001,Anupamaa S1,YouTube,,-0.832,40,2024-02-10,SOCIAL
C001,Anupamaa S1,Facebook,39579.0,-0.022,47,2024-02-10,SOCIAL
C002,KBC Season 15,Twitter,20060.0,-0.089,22,2024-02-10,SOCIAL
C002,KBC Season 15,Instagram,17947.0,0.455,13,2024-02-10,SOCIAL
C002,KBC Season 15,YouTube,44137.0,0.739,29,2024-02-10,SOCIAL
C002,KBC Season 15,Facebook,30457.0,-0.926,49,2024-02-10,SOCIAL
C003,IPL 2024 Final,Twitter,38665.0,0.906,3,2024-02-10,SOCIAL
C003,IPL 2024 Final,Instagram,37843.0,0.966,30,2024-02-10,SOCIAL
C003,IPL 2024 Final,YouTube,35096.0,-0.864,20,2024-02-10,SOCIAL
C003,IPL 2024 Final,Facebook,23994.0,0.646,25,2024-02-10,SOCIAL
C004,Panchayat S3,Twitter,,0.15,29,2024-02-10,SOCIAL
C004,Panchayat S3,Instagram,15370.0,0.219,7,2024-02-10,SOCIAL
C004,Panchayat S3,YouTube,2152.0,0.327,50,2024-02-10,SOCIAL
C004,Panchayat S3,Facebook,45134.0,-0.498,22,2024-02-10,SOCIAL
C005,Mirzapur S3,Twitter,30911.0,-0.589,26,2024-02-10,SOCIAL
C005,Mirzapur S3,Instagram,35583.0,0.808,47,2024-02-10,SOCIAL
C005,Mirzapur S3,YouTube,38147.0,-0.807,4,2024-02-10,SOCIAL
C005,Mirzapur S3,Facebook,34105.0,0.73,2,2024-02-10,SOCIAL
C001,Anupamaa S1,Twitter,19324.0,0.621,46,2024-02-11,SOCIAL
C001,Anupamaa S1,Instagram,,-0.006,21,2024-02-11,SOCIAL
C001,Anupamaa S1,YouTube,28235.0,0.25,18,2024-02-11,SOCIAL
C001,Anupamaa S1,Facebook,14162.0,-0.937,46,2024-02-11,SOCIAL
C002,KBC Season 15,Twitter,10687.0,0.61,44,2024-02-11,SOCIAL
C002,KBC Season 15,Instagram,33055.0,0.32,33,2024-02-11,SOCIAL
C002,KBC Season 15,YouTube,30005.0,0.324,5,2024-02-11,SOCIAL
C002,KBC Season 15,Facebook,44496.0,0.438,37,2024-02-11,SOCIAL
C003,IPL 2024 Final,Twitter,38647.0,-0.798,21,2024-02-11,SOCIAL
C003,IPL 2024 Final,Instagram,33280.0,-0.075,15,2024-02-11,SOCIAL
C003,IPL 2024 Final,YouTube,26981.0,-0.506,49,2024-02-11,SOCIAL
C003,IPL 2024 Final,Facebook,4696.0,-0.763,17,2024-02-11,SOCIAL
C004,Panchayat S3,Twitter,35360.0,0.718,29,2024-02-11,SOCIAL
C004,Panchayat S3,Instagram,36533.0,0.834,27,2024-02-11,SOCIAL
C004,Panchayat S3,YouTube,29542.0,0.866,8,2024-02-11,SOCIAL
C004,Panchayat S3,Facebook,9628.0,-0.23,31,2024-02-11,SOCIAL
C005,Mirzapur S3,Twitter,45597.0,-0.68,5,2024-02-11,SOCIAL
C005,Mirzapur S3,Instagram,,0.938,50,2024-02-11,SOCIAL
C005,Mirzapur S3,YouTube,38559.0,0.68,11,2024-02-11,SOCIAL
C005,Mirzapur S3,Facebook,32248.0,0.516,40,2024-02-11,SOCIAL
C001,Anupamaa S1,Twitter,42130.0,0.696,33,2024-02-12,SOCIAL
C001,Anupamaa S1,Instagram,24153.0,0.824,11,2024-02-12,SOCIAL
C001,Anupamaa S1,YouTube,17024.0,0.155,44,2024-02-12,SOCIAL
C001,Anupamaa S1,Facebook,38274.0,99.0,26,2024-02-12,SOCIAL
C002,KBC Season 15,Twitter,1792.0,0.276,19,2024-02-12,SOCIAL
C002,KBC Season 15,Instagram,6648.0,0.438,23,2024-02-12,SOCIAL
C002,KBC Season 15,YouTube,44493.0,0.999,50,2024-02-12,SOCIAL
C002,KBC Season 15,Facebook,22037.0,0.751,13,2024-02-12,SOCIAL
C003,IPL 2024 Final,Twitter,30587.0,0.427,4,2024-02-12,SOCIAL
C003,IPL 2024 Final,Instagram,,0.59,14,2024-02-12,SOCIAL
C003,IPL 2024 Final,YouTube,29966.0,0.798,14,2024-02-12,SOCIAL
C003,IPL 2024 Final,Facebook,8225.0,0.059,24,2024-02-12,SOCIAL
C004,Panchayat S3,Twitter,37159.0,-0.193,32,2024-02-12,SOCIAL
C004,Panchayat S3,Instagram,1528.0,-0.014,8,2024-02-12,SOCIAL
C004,Panchayat S3,YouTube,,0.503,17,2024-02-12,SOCIAL
C004,Panchayat S3,Facebook,16829.0,0.095,7,2024-02-12,SOCIAL
C005,Mirzapur S3,Twitter,17859.0,0.499,1,2024-02-12,SOCIAL
C005,Mirzapur S3,Instagram,,-0.882,47,2024-02-12,SOCIAL
C005,Mirzapur S3,YouTube,17908.0,-0.928,29,2024-02-12,SOCIAL
C005,Mirzapur S3,Facebook,24321.0,-0.179,10,2024-02-12,SOCIAL
C001,Anupamaa S1,Twitter,15726.0,0.548,8,2024-02-13,SOCIAL
C001,Anupamaa S1,Instagram,3436.0,0.453,20,2024-02-13,SOCIAL
C001,Anupamaa S1,YouTube,2744.0,-0.111,39,2024-02-13,SOCIAL
C001,Anupamaa S1,Facebook,31968.0,-0.682,27,2024-02-13,SOCIAL
C002,KBC Season 15,Twitter,34444.0,0.481,12,2024-02-13,SOCIAL
C002,KBC Season 15,Instagram,48136.0,0.124,43,2024-02-13,SOCIAL
C002,KBC Season 15,YouTube,21739.0,0.498,20,2024-02-13,SOCIAL
C002,KBC Season 15,Facebook,10183.0,-0.093,14,2024-02-13,SOCIAL
C003,IPL 2024 Final,Twitter,48769.0,-0.465,38,2024-02-13,SOCIAL
C003,IPL 2024 Final,Instagram,46708.0,-0.029,48,2024-02-13,SOCIAL
C003,IPL 2024 Final,YouTube,39369.0,-0.702,24,2024-02-13,SOCIAL
C003,IPL 2024 Final,Facebook,7630.0,0.594,42,2024-02-13,SOCIAL
C004,Panchayat S3,Twitter,39196.0,-0.039,13,2024-02-13,SOCIAL
C004,Panchayat S3,Instagram,27038.0,-0.184,21,2024-02-13,SOCIAL
C004,Panchayat S3,YouTube,18178.0,-0.109,24,2024-02-13,SOCIAL
C004,Panchayat S3,Facebook,33440.0,0.803,30,2024-02-13,SOCIAL
C005,Mirzapur S3,Twitter,36819.0,0.404,43,2024-02-13,SOCIAL
C005,Mirzapur S3,Instagram,47747.0,-0.513,43,2024-02-13,SOCIAL
C005,Mirzapur S3,YouTube,31840.0,0.82,4,2024-02-13,SOCIAL
C005,Mirzapur S3,Facebook,46031.0,99.0,38,2024-02-13,SOCIAL
C001,Anupamaa S1,Twitter,48914.0,0.392,23,2024-02-14,SOCIAL
C001,Anupamaa S1,Instagram,42538.0,0.428,4,2024-02-14,SOCIAL
C001,Anupamaa S1,YouTube,28291.0,0.386,32,2024-02-14,SOCIAL
C001,Anupamaa S1,Facebook,30219.0,99.0,21,2024-02-14,SOCIAL
C002,KBC Season 15,Twitter,12882.0,0.429,1,2024-02-14,SOCIAL
C002,KBC Season 15,Instagram,41727.0,-0.786,19,2024-02-14,SOCIAL
C002,KBC Season 15,YouTube,14806.0,0.401,17,2024-02-14,SOCIAL
C002,KBC Season 15,Facebook,4115.0,0.926,11,2024-02-14,SOCIAL
C003,IPL 2024 Final,Twitter,23050.0,-0.246,4,2024-02-14,SOCIAL
C003,IPL 2024 Final,Instagram,3163.0,-0.413,13,2024-02-14,SOCIAL
C003,IPL 2024 Final,YouTube,6627.0,-0.182,26,2024-02-14,SOCIAL
C003,IPL 2024 Final,Facebook,32488.0,-0.07,10,2024-02-14,SOCIAL
C004,Panchayat S3,Twitter,31576.0,0.553,1,2024-02-14,SOCIAL
C004,Panchayat S3,Instagram,28792.0,-0.779,10,2024-02-14,SOCIAL
C004,Panchayat S3,YouTube,29452.0,0.151,46,2024-02-14,SOCIAL
C004,Panchayat S3,Facebook,48267.0,0.377,7,2024-02-14,SOCIAL
C005,Mirzapur S3,Twitter,28875.0,-0.14,48,2024-02-14,SOCIAL
C005,Mirzapur S3,Instagram,21451.0,-0.981,49,2024-02-14,SOCIAL
C005,Mirzapur S3,YouTube,19474.0,-0.643,45,2024-02-14,SOCIAL
C005,Mirzapur S3,Facebook,30149.0,-0.685,47,2024-02-14,SOCIAL
C001,Anupamaa S1,Twitter,39912.0,0.834,45,2024-02-15,SOCIAL
C001,Anupamaa S1,Instagram,19374.0,-0.579,36,2024-02-15,SOCIAL
C001,Anupamaa S1,YouTube,41327.0,-0.799,47,2024-02-15,SOCIAL
C001,Anupamaa S1,Facebook,26786.0,-0.076,9,2024-02-15,SOCIAL
C002,KBC Season 15,Twitter,11106.0,0.696,29,2024-02-15,SOCIAL
C002,KBC Season 15,Instagram,2370.0,-0.712,23,2024-02-15,SOCIAL
C002,KBC Season 15,YouTube,20547.0,-0.507,5,2024-02-15,SOCIAL
C002,KBC Season 15,Facebook,26069.0,0.281,15,2024-02-15,SOCIAL
C003,IPL 2024 Final,Twitter,37753.0,-0.867,33,2024-02-15,SOCIAL
C003,IPL 2024 Final,Instagram,20349.0,0.991,18,2024-02-15,SOCIAL
C003,IPL 2024 Final,YouTube,31720.0,-0.748,27,2024-02-15,SOCIAL
C003,IPL 2024 Final,Facebook,3650.0,0.652,25,2024-02-15,SOCIAL
C004,Panchayat S3,Twitter,30731.0,0.978,33,2024-02-15,SOCIAL
C004,Panchayat S3,Instagram,10426.0,0.962,3,2024-02-15,SOCIAL
C004,Panchayat S3,YouTube,44799.0,-0.592,40,2024-02-15,SOCIAL
C004,Panchayat S3,Facebook,1505.0,-0.218,7,2024-02-15,SOCIAL
C005,Mirzapur S3,Twitter,21089.0,0.42,45,2024-02-15,SOCIAL
C005,Mirzapur S3,Instagram,23097.0,-0.934,12,2024-02-15,SOCIAL
C005,Mirzapur S3,YouTube,25847.0,0.821,16,2024-02-15,SOCIAL
C005,Mirzapur S3,Facebook,16966.0,-0.941,40,2024-02-15,SOCIAL
C001,Anupamaa S1,Twitter,30984.0,-0.547,9,2024-02-16,SOCIAL
C001,Anupamaa S1,Instagram,10240.0,0.586,44,2024-02-16,SOCIAL
C001,Anupamaa S1,YouTube,3732.0,0.631,46,2024-02-16,SOCIAL
C001,Anupamaa S1,Facebook,28408.0,99.0,28,2024-02-16,SOCIAL
C002,KBC Season 15,Twitter,26704.0,0.94,19,2024-02-16,SOCIAL
C002,KBC Season 15,Instagram,43090.0,99.0,15,2024-02-16,SOCIAL
C002,KBC Season 15,YouTube,48326.0,0.27,18,2024-02-16,SOCIAL
C002,KBC Season 15,Facebook,10374.0,0.254,42,2024-02-16,SOCIAL
C003,IPL 2024 Final,Twitter,7565.0,0.383,27,2024-02-16,SOCIAL
C003,IPL 2024 Final,Instagram,37140.0,-0.445,22,2024-02-16,SOCIAL
C003,IPL 2024 Final,YouTube,14758.0,0.403,33,2024-02-16,SOCIAL
C003,IPL 2024 Final,Facebook,48951.0,-0.131,5,2024-02-16,SOCIAL
C004,Panchayat S3,Twitter,30663.0,0.1,1,2024-02-16,SOCIAL
C004,Panchayat S3,Instagram,24066.0,0.108,5,2024-02-16,SOCIAL
C004,Panchayat S3,YouTube,15812.0,0.952,34,2024-02-16,SOCIAL
C004,Panchayat S3,Facebook,2198.0,0.907,29,2024-02-16,SOCIAL
C005,Mirzapur S3,Twitter,14803.0,-0.626,15,2024-02-16,SOCIAL
C005,Mirzapur S3,Instagram,24883.0,0.552,29,2024-02-16,SOCIAL
C005,Mirzapur S3,YouTube,36663.0,0.514,42,2024-02-16,SOCIAL
C005,Mirzapur S3,Facebook,,-0.23,23,2024-02-16,SOCIAL
C001,Anupamaa S1,Twitter,21874.0,0.664,9,2024-02-17,SOCIAL
C001,Anupamaa S1,Instagram,26888.0,-0.78,8,2024-02-17,SOCIAL
C001,Anupamaa S1,YouTube,2077.0,-0.119,48,2024-02-17,SOCIAL
C001,Anupamaa S1,Facebook,22892.0,0.331,32,2024-02-17,SOCIAL
C002,KBC Season 15,Twitter,650.0,-0.272,11,2024-02-17,SOCIAL
C002,KBC Season 15,Instagram,40922.0,0.893,3,2024-02-17,SOCIAL
C002,KBC Season 15,YouTube,,-0.203,32,2024-02-17,SOCIAL
C002,KBC Season 15,Facebook,17593.0,-0.421,9,2024-02-17,SOCIAL
C003,IPL 2024 Final,Twitter,12614.0,-0.313,44,2024-02-17,SOCIAL
C003,IPL 2024 Final,Instagram,38548.0,0.165,45,2024-02-17,SOCIAL
C003,IPL 2024 Final,YouTube,35893.0,0.179,42,2024-02-17,SOCIAL
C003,IPL 2024 Final,Facebook,11459.0,0.866,21,2024-02-17,SOCIAL
C004,Panchayat S3,Twitter,36886.0,-0.206,10,2024-02-17,SOCIAL
C004,Panchayat S3,Instagram,26259.0,-0.507,28,2024-02-17,SOCIAL
C004,Panchayat S3,YouTube,1735.0,-0.93,42,2024-02-17,SOCIAL
C004,Panchayat S3,Facebook,12360.0,-0.331,23,2024-02-17,SOCIAL
C005,Mirzapur S3,Twitter,4222.0,-0.268,31,2024-02-17,SOCIAL
C005,Mirzapur S3,Instagram,49996.0,0.903,49,2024-02-17,SOCIAL
C005,Mirzapur S3,YouTube,29377.0,0.39,24,2024-02-17,SOCIAL
C005,Mirzapur S3,Facebook,5051.0,0.732,13,2024-02-17,SOCIAL
C001,Anupamaa S1,Twitter,31204.0,0.755,17,2024-02-18,SOCIAL
C001,Anupamaa S1,Instagram,38632.0,-0.331,5,2024-02-18,SOCIAL
C001,Anupamaa S1,YouTube,11415.0,-0.091,13,2024-02-18,SOCIAL
C001,Anupamaa S1,Facebook,17605.0,0.53,17,2024-02-18,SOCIAL
C002,KBC Season 15,Twitter,22004.0,0.06,2,2024-02-18,SOCIAL
C002,KBC Season 15,Instagram,43946.0,-0.868,32,2024-02-18,SOCIAL
C002,KBC Season 15,YouTube,27828.0,0.375,8,2024-02-18,SOCIAL
C002,KBC Season 15,Facebook,13034.0,0.876,27,2024-02-18,SOCIAL
C003,IPL 2024 Final,Twitter,5944.0,-0.207,44,2024-02-18,SOCIAL
C003,IPL 2024 Final,Instagram,24787.0,-0.846,10,2024-02-18,SOCIAL
C003,IPL 2024 Final,YouTube,45969.0,0.609,28,2024-02-18,SOCIAL
C003,IPL 2024 Final,Facebook,22079.0,-0.503,10,2024-02-18,SOCIAL
C004,Panchayat S3,Twitter,8456.0,0.694,17,2024-02-18,SOCIAL
C004,Panchayat S3,Instagram,29568.0,-0.922,44,2024-02-18,SOCIAL
C004,Panchayat S3,YouTube,33527.0,-0.81,1,2024-02-18,SOCIAL
C004,Panchayat S3,Facebook,7126.0,-0.46,45,2024-02-18,SOCIAL
C005,Mirzapur S3,Twitter,7187.0,-0.664,47,2024-02-18,SOCIAL
C005,Mirzapur S3,Instagram,29114.0,-0.855,36,2024-02-18,SOCIAL
C005,Mirzapur S3,YouTube,35177.0,-0.455,50,2024-02-18,SOCIAL
C005,Mirzapur S3,Facebook,36508.0,0.202,43,2024-02-18,SOCIAL
C001,Anupamaa S1,Twitter,16554.0,-0.507,50,2024-02-19,SOCIAL
C001,Anupamaa S1,Instagram,19894.0,0.108,49,2024-02-19,SOCIAL
C001,Anupamaa S1,YouTube,42559.0,0.455,47,2024-02-19,SOCIAL
C001,Anupamaa S1,Facebook,,0.619,26,2024-02-19,SOCIAL
C002,KBC Season 15,Twitter,33872.0,-0.78,49,2024-02-19,SOCIAL
C002,KBC Season 15,Instagram,39518.0,-0.501,47,2024-02-19,SOCIAL
C002,KBC Season 15,YouTube,1030.0,0.042,2,2024-02-19,SOCIAL
C002,KBC Season 15,Facebook,21309.0,0.03,38,2024-02-19,SOCIAL
C003,IPL 2024 Final,Twitter,39947.0,0.745,22,2024-02-19,SOCIAL
C003,IPL 2024 Final,Instagram,42985.0,0.818,33,2024-02-19,SOCIAL
C003,IPL 2024 Final,YouTube,2839.0,0.093,18,2024-02-19,SOCIAL
C003,IPL 2024 Final,Facebook,1153.0,-0.615,19,2024-02-19,SOCIAL
C004,Panchayat S3,Twitter,46787.0,0.679,22,2024-02-19,SOCIAL
C004,Panchayat S3,Instagram,2284.0,0.106,48,2024-02-19,SOCIAL
